"Keyword Phrase","Keyword Sales","Cerebro IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","Organic","Sponsored Product","Amazon Recommended","Amazon Choice","Highly Rated","Sponsored Brand Header","Sponsored Brand Video","Top Rated From Our Brand","Trending Now","Amazon Rec. Rank","Sponsored Rank","Organic Rank"
"android foldable phone","-",68,478,7,1.17,0.86,1.53,296,7000,1,0,0,0,0,0,0,0,0,"-","-",126
"magnet phone charger for iphone",14,47,472,1,1.33,1.04,1.72,319,10000,1,0,0,0,0,0,0,0,0,"-","-",126
"magsafe charger for iphone 15","-",14,113,-49,,,,259,8000,1,0,0,0,0,0,0,0,0,"-","-",126
"magsafe stand portable","-",31,94,-1,,,,72,3000,1,0,0,0,0,0,0,0,0,"-","-",126
"portable charger power bank iphone 14",22,296,591,14,1.42,1.17,2.13,265,2000,1,0,0,0,0,0,0,0,0,"-","-",126
"chargers magsafe",4,22,662,23,1.32,0.9,1.87,270,30000,1,0,0,0,0,0,0,0,0,"-","-",126
"magsafe phone chargers",7,13,375,33,,,,263,30000,1,0,0,0,0,1,0,0,0,"-","-",126
"mag safe charger for samsung",3,181,361,-22,,,,134,2000,1,0,0,0,0,0,0,0,0,"-","-",126
"portable charger google","-",38,153,4,,,,216,4000,1,0,0,0,0,0,0,0,0,"-","-",127
"power bank mophie",1,1465,381,42,1.25,0.77,1.49,174,260,1,0,0,0,0,0,0,0,0,"-","-",127
"iphone anker charger",9,146,438,2,1.34,1.09,1.91,241,3000,1,0,0,0,0,0,0,0,0,"-","-",127
"amazon wireless charger","-",9,264,-12,,,,341,30000,1,0,0,0,0,0,0,0,0,"-","-",127
"light power bank",2,21,412,27,1.31,1.11,1.73,353,20000,1,0,0,0,0,0,0,0,0,"-","-",127
"anker charging pad",5,696,502,-14,1.51,1.08,1.84,188,721,1,0,0,0,0,0,0,0,0,"-","-",127
"portable charger iphone x","-",5,39,24,,,,89,8000,1,0,0,0,0,0,0,0,0,"-","-",127
"anker generator portable","-",763,481,-9,1.97,1.53,2.27,288,630,1,0,0,0,0,0,0,0,0,"-","-",127
"portable+charger","-",4,260,6,1.36,0.96,1.79,225,70000,1,0,0,0,0,0,0,0,0,"-","-",127
"portable charger iphone 12 pro max",11,91,454,11,1.36,1.11,1.59,303,5000,1,0,0,0,0,0,0,0,0,"-","-",127
"mag ease charger","-",34,67,-27,,,,141,2000,1,0,0,0,0,0,0,0,0,"-","-",127
"iphone 15 pro wallet magsafe","-",39,116,-25,1.09,0.86,1.21,220,3000,1,0,0,0,0,0,0,0,0,"-","-",127
"15 w wireless charger","-",56,335,25,,,,323,6000,1,0,0,0,0,0,0,0,0,"-","-",127
"power banks for cell phones",4,38,381,-1,1.45,1.14,2.37,228,10000,1,0,0,0,0,0,0,0,0,"-","-",128
"fast charger anker",5,151,452,1,1.39,1.32,1.47,255,3000,1,0,0,0,0,0,0,0,0,"-","-",128
"esstential phone","-","-",0,"-",,,,146,650,1,0,0,0,0,0,0,0,0,"-","-",128
"apple portable phone charger","-",9,277,-9,1.48,1.06,1.68,268,30000,1,0,0,0,0,0,0,0,0,"-","-",128
"halo power bank portable charger",1,688,467,17,1.39,1.07,1.64,222,679,1,0,0,0,0,0,0,0,0,"-","-",128
"best cell phone",1,5,481,-5,0.82,0.77,1.48,408,100000,1,0,0,0,0,0,0,0,0,"-","-",128
"anker laptop",7,243,485,52,1.85,1.51,2.03,275,2000,1,0,0,0,0,0,0,0,0,"-","-",128
"iphone 13 portable charger",68,233,1632,15,1.45,1.1,2.05,579,7000,1,0,0,0,0,0,0,0,0,"-","-",128
"magsafe attachment",6,47,474,-11,0.63,0.55,0.72,445,10000,1,0,0,0,0,0,0,0,0,"-","-",128
"power bank for iphone 12 pro","-",31,93,23,,,,93,3000,1,0,0,0,0,0,0,0,0,"-","-",128
"magnetic magsafe charger","-",21,208,-10,,,,289,10000,1,0,0,0,0,0,0,0,0,"-","-",128
"pocket charger power bank",7,75,374,21,,,,162,5000,1,0,0,0,0,0,0,0,0,"-","-",128
"anker maggo 3-in-1 qi2 travel charging station","-",230,212,-2,,,,159,920,1,0,0,0,0,0,0,0,0,"-","-",128
"amazon portable phone chargers","-",60,301,11,,,,193,5000,1,0,0,0,0,0,0,0,0,"-","-",128
"portable charger for back of phone","-",70,278,14,,,,312,4000,1,0,0,0,0,0,0,0,0,"-","-",128
"mag safe. charger iphone 16 pro max","-",96,288,46,,,,250,3000,1,0,0,0,0,0,0,0,0,"-","-",128
"anker nano 5,000mah power bank with built-in lightning connector","-",1250,180,-46,1.35,0.96,1.74,92,144,1,0,0,0,0,0,0,0,0,"-","-",128
"wireless charger battery pack",13,9,463,-22,1.52,1.13,1.76,358,50000,1,0,0,0,0,0,0,0,0,"-","-",129
"ios battery pack","-","-",0,"-",,,,136,10000,1,0,0,0,0,0,0,0,0,"-","-",129
"i phone magnetic charger",21,44,438,13,1.47,1.04,1.94,338,10000,1,0,0,0,0,0,0,0,0,"-","-",129
"anchor phone case","-",368,236,46,,,,65,641,1,0,0,0,0,0,0,0,0,"-","-",129
"power station anker",2,251,502,-3,1.59,1.26,2.13,234,2000,1,0,0,0,0,0,0,0,0,"-","-",129
"iphone travel charger portable","-",31,244,13,1.52,1.29,1.78,301,8000,1,0,0,0,0,0,0,0,0,"-","-",129
"ipad stand with power","-",6,30,-47,,,,224,5000,1,0,0,0,0,0,0,0,0,"-","-",129
"belkin power up","-",349,194,59,,,,80,556,1,0,0,0,0,0,0,0,0,"-","-",129
"wireless portable charger for iphone","-",15,148,21,,,,77,10000,1,0,0,0,0,0,0,0,0,"-","-",129
"wireless portable charger samsung",7,125,498,5,1.31,0.93,1.55,289,4000,1,0,0,0,0,0,0,0,0,"-","-",129
"iphone magsafe",21,24,1200,31,1.05,0.84,1.54,499,50000,1,0,0,0,0,0,0,0,0,"-","-",129
"wireless charger for laptop","-",26,262,-26,1.07,0.98,1.53,278,10000,1,0,0,0,0,0,0,0,0,"-","-",129
"small portable chargers","-",2,110,-41,,,,98,70000,1,0,0,0,0,0,0,0,0,"-","-",129
"outer banks phone case",3,903,421,-37,0.66,0.24,0.79,282,466,1,0,0,0,0,0,0,0,0,"-","-",129
"portable iphone 15 pro charger","-",22,199,26,1.4,0.99,1.84,124,9000,1,0,0,0,0,0,0,0,0,"-","-",129
"magnetic wireless charger iphone 11","-",57,113,4,0.86,0.64,1.02,118,2000,1,0,0,0,0,0,0,0,0,"-","-",129
"iphone 15 brand new","-",36,361,45,,,,214,10000,1,0,0,0,0,0,0,0,0,"-","-",129
"magsafe home charger","-",247,247,"-",,,,348,1000,1,0,0,0,0,0,0,0,0,"-","-",129
"charge card wireless","-",15,153,-52,1.12,0.79,1.45,242,10000,1,0,0,0,0,0,0,0,0,"-","-",129
"best portable chargers iphone 11","-",79,317,-11,1.37,1.02,1.72,212,4000,1,0,0,0,0,0,0,0,0,"-","-",129
"iphone x portable battery charger","-",50,200,11,,,,111,4000,1,0,0,0,0,0,0,0,0,"-","-",130
"best power bank for samsung","-",27,265,4,1.21,1.06,1.36,339,10000,1,0,0,0,0,0,0,0,0,"-","-",130
"highest capacity power bank","-",24,244,1,1.11,0.72,2.15,221,10000,1,0,0,0,0,0,0,0,0,"-","-",130
"2 bank battery charger",8,49,489,3,1.45,1.13,1.73,166,10000,1,0,0,0,0,0,0,0,0,"-","-",130
"banco de bateria","-",12,123,-7,,,,103,10000,1,0,0,0,0,0,0,0,0,"-","-",130
"mophie wirelss charger","-",466,266,59,,,,114,571,1,0,0,0,0,0,0,0,0,"-","-",130
"battery bank for cell phones","-",1,52,45,1.77,1.3,2.04,129,40000,1,0,0,0,0,0,0,0,0,"-","-",130
"anker iphone charger usb c",9,182,364,-6,1.32,1.28,1.73,218,2000,1,0,0,0,0,0,0,0,0,"-","-",130
"the last cable magnetic charger","-",145,290,35,,,,229,2000,1,0,0,0,0,0,0,0,0,"-","-",130
"iphone 12 portable charger fast charging",15,95,476,-3,1.22,0.94,1.57,287,5000,1,0,0,0,0,0,0,0,0,"-","-",130
"magsafe charger iphone 13 pro","-",23,116,7,,,,188,5000,1,0,0,0,0,0,0,0,0,"-","-",130
"iphone 13 pro max portable charger",12,88,441,9,1.36,1.18,1.55,318,5000,1,0,0,0,0,0,0,0,0,"-","-",130
"iphone 13 cheap","-",8,589,-6,1.01,1,1.53,249,70000,1,0,0,0,0,0,0,0,0,"-","-",130
"magnet for magsafe","-",6,167,-42,,,,225,30000,1,0,0,0,0,0,0,0,0,"-","-",130
"magsafe portable stand",1,134,401,25,1.35,1.06,1.72,272,3000,1,0,0,0,0,0,0,0,0,"-","-",130
"iphone 15 charger portable",17,55,441,-2,1.61,1.17,2.17,283,8000,1,0,0,0,0,0,0,0,0,"-","-",130
"battery pack for iphone 15",13,42,417,11,1.56,1.18,1.66,333,10000,1,0,0,0,0,0,0,0,0,"-","-",130
"usb c ultra fast charger","-",1,10,-35,,,,129,10000,1,0,0,0,0,0,0,0,0,"-","-",130
"portable charger 15","-",3,186,7,,,,127,60000,1,0,0,0,0,0,0,0,0,"-","-",130
"clearance power banks","-",4,209,-19,1.2,0.96,1.73,328,50000,1,0,0,0,0,0,0,0,0,"-","-",130
"mag safe. charger iphone 16","-",40,158,7,,,,87,4000,1,0,0,0,0,0,0,0,0,"-","-",130
"statik portable power bank","-",249,153,-6,,,,97,615,1,0,0,0,0,0,0,0,0,"-","-",130
"phone accessory",5,4,438,27,0.62,0.51,0.75,402,100000,1,0,0,0,0,0,0,0,0,"-","-",131
"portable battery phone","-",3,78,-49,,,,179,30000,1,0,0,0,0,0,0,0,0,"-","-",131
"pocket juice portable charger",24,1875,1202,16,1.35,1.09,1.7,276,641,1,0,0,0,0,0,0,0,0,"-","-",131
"fast charger battery pack",5,10,390,-8,1.13,0.87,1.41,288,40000,1,0,0,0,0,0,0,0,0,"-","-",131
"power phone","-",2,164,-24,,,,312,100000,1,0,0,0,0,0,0,0,0,"-","-",131
"charger travel",2,6,406,-4,1.51,1.49,1.66,415,70000,1,0,0,0,0,0,0,0,0,"-","-",131
"cordless portable phone charger","-",9,172,-13,1.42,1.17,1.81,288,20000,1,0,0,0,0,0,0,0,0,"-","-",131
"electronics power bank","-",14,283,36,1.33,1.24,1.52,225,20000,1,0,0,0,0,0,0,0,0,"-","-",131
"power bank usb c fast charge","-",31,184,-34,1.4,1.21,1.73,315,6000,1,0,0,0,0,0,0,0,0,"-","-",131
"portable charging bank for iphone","-",85,339,4,,,,308,4000,1,0,0,0,0,0,0,0,0,"-","-",131
"portable phone charger￼",10,15,436,2,1.48,1.21,1.61,260,30000,1,0,0,0,0,0,0,0,0,"-","-",131
"iphone portable charger fast","-",27,266,-24,,,,324,10000,1,0,0,0,0,0,0,0,0,"-","-",131
"qi charger case","-","-",0,"-",,,,146,10000,1,0,0,0,0,0,0,0,0,"-","-",132
"power bank 2 pack",18,25,736,-2,1.41,1.01,1.74,331,30000,1,0,0,0,0,0,0,0,0,"-","-",132
"anker usb c battery bank","-",107,71,-58,1.58,1.15,1.88,144,661,1,0,0,0,0,0,0,0,0,"-","-",132
"anchor charger",17,2028,937,8,2.37,1.3,2.58,381,462,1,0,0,0,0,0,0,0,0,"-","-",132
"ipad battery pack",18,49,491,-5,1.48,1.05,1.83,276,10000,1,0,0,0,0,0,0,0,0,"-","-",132
"3a portable charger","-",8,159,31,,,,69,20000,1,0,0,0,0,0,0,0,0,"-","-",132
"best android portable charger","-",11,229,-9,1.38,1.22,1.8,346,20000,1,0,0,0,0,0,0,0,0,"-","-",132
"power bak","-",5,191,-36,,,,326,40000,1,0,0,0,0,0,0,0,0,"-","-",132
"cordless power bank","-",26,262,-16,1.25,0.93,1.57,334,10000,1,0,0,0,0,0,0,0,0,"-","-",132
"portable iphone power","-",10,307,16,,,,261,30000,1,0,0,0,0,0,0,0,0,"-","-",132
"fast charging magnetic usb c","-",8,80,-11,,,,202,10000,1,0,0,0,0,0,0,0,0,"-","-",132
"anker powercore essential 20000","-",1839,252,15,1.37,1.14,1.87,114,137,1,0,0,0,0,0,0,0,0,"-","-",132
"portable charger for iphone 13",28,234,1639,11,1.48,1.04,1.99,539,7000,1,0,0,0,0,0,0,0,0,"-","-",132
"portable iphone 15 charger",24,117,939,2,1.47,1.14,1.74,441,8000,1,0,0,0,0,0,0,0,0,"-","-",132
"magnetic wireless charger for iphone",5,39,388,7,1.09,0.97,1.43,311,10000,1,0,0,0,0,0,0,0,0,"-","-",132
"portable iphone 15 pro max charger",9,74,368,132,,,,148,5000,1,0,0,0,0,0,0,0,0,"-","-",132
"portable iphone charger iphone 15","-",11,107,20,1.56,1.23,1.72,217,10000,1,0,0,0,0,0,0,0,0,"-","-",132
"i phone 15 portable charger","-",13,133,-44,,,,299,10000,1,0,0,0,0,0,0,0,0,"-","-",132
"iphone 16 portable charger",254,968,4839,17,1.31,1.01,2,587,5000,1,0,0,0,0,0,0,0,0,"-","-",132
"iphone 16 pro max charger anker","-",274,274,-19,1.54,1.48,1.61,199,1000,1,0,0,0,0,0,0,0,0,"-","-",132
"magsafe charger with usb port","-",17,17,-56,,,,114,1000,1,0,0,0,0,0,0,0,0,"-","-",132
"anker iphone 16 portable charger, nano power bank with built-in usb c connector, 5,000mah portable c","-",709,185,24,,,,89,261,1,0,0,0,0,0,0,0,0,"-","-",132
"iphone 16 pro max battery charger","-",72,217,-22,,,,292,3000,1,0,0,0,0,0,0,0,0,"-","-",132
"iphone 16 external battery",12,345,245,5,,,,290,710,1,0,0,0,0,0,0,0,0,"-","-",132
"samsung qi2 wireless charger","-",873,282,-4,,,,197,323,1,0,0,0,0,0,0,0,0,"-","-",132
"magsafe chargers for samsung","-",79,236,-31,,,,62,3000,1,0,0,0,0,0,0,0,0,"-","-",132
"belkin phone chargers",5,688,384,-6,,,,210,558,1,0,0,0,0,0,0,0,0,"-","-",133
"iphone juice pack","-","-",0,"-",,,,176,9000,1,0,0,0,0,0,0,0,0,"-","-",133
"10000 mah power bank",31,712,1423,3,1.45,1,1.84,485,2000,1,0,0,0,0,1,0,0,0,"-","-",133
"anker power usb c","-",55,166,1,,,,232,3000,1,0,0,0,0,0,0,0,0,"-","-",133
"magnetic usb c fast","-",14,140,-8,,,,187,10000,1,0,0,0,0,0,0,0,0,"-","-",133
"power bank with wireless charging",15,47,474,1,1.32,0.82,1.44,289,10000,1,0,0,0,0,0,0,0,0,"-","-",133
"power bank for travel",5,45,454,15,1.6,1.11,1.73,267,10000,1,0,0,0,0,0,0,0,0,"-","-",133
"portable charge power bank","-",18,89,-59,,,,225,5000,1,0,0,0,0,0,0,0,0,"-","-",133
"iphone 13 pro portable charger",13,88,441,21,1.44,1.13,1.6,335,5000,1,0,0,0,0,0,0,0,0,"-","-",133
"portable phone charger iphone 13",5,64,450,7,1.49,0.98,1.91,329,7000,1,0,0,0,0,0,0,0,0,"-","-",133
"iphone 13 portable charger fast charging",22,138,553,6,1.42,1.14,1.99,332,4000,1,0,0,0,0,0,0,0,0,"-","-",133
"magsafe charger for iphone 13","-",36,328,26,,,,296,9000,1,0,0,0,0,0,0,0,0,"-","-",133
"piwer bank","-",7,274,-23,1.31,0.98,1.69,290,40000,1,0,0,0,0,0,0,0,0,"-","-",133
"iphone 14 pro charger magsafe","-","-",0,"-",2.17,1.49,2.85,149,5000,1,0,0,0,0,0,0,0,0,"-","-",133
"15w magsafe charger stand","-",265,265,-8,1.53,1.17,1.94,226,1000,1,0,0,0,0,0,0,0,0,"-","-",133
"mag safe wallet iphone 15 pro","-",29,232,1,,,,330,8000,1,0,0,0,0,0,0,0,0,"-","-",133
"power bank for iphone 11 fast charging","-",163,163,-40,,,,308,1000,1,0,0,0,0,0,0,0,0,"-","-",133
"power bank battery charger","-",2,15,-2,,,,211,10000,1,0,0,0,0,0,0,0,0,"-","-",134
"magsafe 2 charger",70,182,1637,-13,1.2,0.92,1.78,520,9000,1,0,0,0,0,0,0,0,0,"-","-",134
"amazon power bank","-",35,243,-15,1.28,1.11,1.62,307,7000,1,0,0,0,0,0,0,0,0,"-","-",134
"power bank battery charger case","-","-",0,"-",,,,176,4000,1,0,0,0,0,0,0,0,0,"-","-",134
"charge bank",18,22,664,12,1.25,0.92,1.69,300,30000,1,0,0,0,0,0,0,0,0,"-","-",134
"thin portable charger",15,8,591,5,1.38,0.98,1.7,311,70000,1,0,0,0,0,0,0,0,0,"-","-",134
"magnetic phone chargers for android","-",59,294,54,,,,128,5000,1,0,0,0,0,0,0,0,0,"-","-",134
"anker cell phone cable","-",58,292,20,,,,284,5000,1,0,0,0,0,0,0,0,0,"-","-",134
"portable phone charger juice","-",317,317,-3,,,,213,1000,1,0,0,0,0,0,0,0,0,"-","-",134
"mobile charger pack","-",3,303,98,,,,180,100000,1,0,0,0,0,0,0,0,0,"-","-",134
"airogel","-",533,57,-7,,,,96,107,1,0,0,0,0,0,0,0,0,"-","-",134
"apple wallet magsafe",143,666,6655,-6,0.6,0.46,0.7,580,10000,1,0,0,0,0,0,0,0,0,"-","-",134
"magnetic charger for iphone 15 pro","-",2,33,-59,1.79,1.33,2.29,99,20000,1,0,0,0,0,0,0,0,0,"-","-",134
"anker car charger magsafe","-",558,188,-13,,,,123,337,1,0,0,0,0,0,0,0,0,"-","-",134
"mag safe charger for iphone","-",21,207,-21,,,,368,10000,1,0,0,0,0,0,0,0,0,"-","-",134
"cell phone iphone 15","-",2,138,3,1.17,1.15,1.68,128,60000,1,0,0,0,0,0,0,0,0,"-","-",134
"cargador inalámbrico para iphone 16 pro max",8,1548,452,4,1.19,0.77,1.62,211,292,1,0,0,0,0,0,0,0,0,"-","-",134
"battery charger for iphone 14","-",45,223,-3,,,,231,5000,1,0,0,0,0,0,0,0,0,"-","-",134
"portable charger high capacity","-",27,274,2,,,,256,10000,1,0,0,0,0,0,0,0,0,"-","-",135
"iphone external battery",42,313,939,15,1.55,1.17,2.12,347,3000,1,0,0,0,0,0,0,0,0,"-","-",135
"samsung portable fast charger","-",36,144,29,1.69,1.23,2.12,191,4000,1,0,0,0,0,0,0,0,0,"-","-",135
"iphone qi charging case","-",2,17,14,,,,150,8000,1,0,0,0,0,0,0,0,0,"-","-",135
"battery bank small","-",7,209,-9,1.6,1.06,2.11,259,30000,1,0,0,0,0,0,0,0,0,"-","-",135
"wireless phones",14,5,480,-1,1.13,0.87,1.57,330,100000,1,0,0,0,0,0,0,0,0,"-","-",135
"wireless portable charger power bank",10,80,478,8,1.15,0.95,1.68,281,6000,1,0,0,0,0,0,0,0,0,"-","-",135
"power a charger","-",2,188,10,,,,174,100000,1,0,0,0,0,0,0,0,0,"-","-",135
"snap wireless charger","-",35,69,-14,1.33,1.13,1.84,173,2000,1,0,0,0,0,0,0,0,0,"-","-",135
"poiwer bank","-",6,241,-23,,,,329,40000,1,0,0,0,0,0,0,0,0,"-","-",135
"samsung 15w wireless charger",3,211,421,-2,1.17,0.87,1.51,300,2000,1,0,0,0,0,0,0,0,0,"-","-",135
"power bank for iphone 12 pro max",5,194,388,81,1.16,0.87,1.46,138,2000,1,0,0,0,0,0,0,0,0,"-","-",135
"magsafe charger iphone 13 pro max","-",50,199,-20,,,,263,4000,1,0,0,0,0,0,0,0,0,"-","-",135
"power bank 20000+mah",8,887,481,2,1.39,0.89,1.69,328,542,1,0,0,0,0,0,0,0,0,"-","-",135
"wireless magsafe charger iphone","-",11,214,-27,2.62,1.63,3.37,295,20000,1,0,0,0,0,0,0,0,0,"-","-",135
"anker solar power bank portable charger","-",162,94,-35,,,,140,580,1,0,0,0,0,0,0,0,0,"-","-",135
"iphone charger anker",100,713,2138,10,1.72,1.24,1.99,499,3000,1,0,0,0,0,0,0,0,0,"-","-",136
"power bank bag","-",13,127,-9,,,,104,10000,1,0,0,0,0,0,0,0,0,"-","-",136
"cheap power bank",2,7,260,-5,1.28,0.92,1.66,346,40000,1,0,0,0,0,0,0,0,0,"-","-",136
"android magnetic charger",4,107,427,4,1.1,0.73,1.57,338,4000,1,0,0,0,0,0,0,0,0,"-","-",136
"phones on sale",17,22,2153,-9,0.84,0.64,1.08,907,100000,1,0,0,0,0,0,0,0,0,"-","-",136
"series battery charger","-",3,60,-9,,,,161,20000,1,0,0,0,0,0,0,0,0,"-","-",136
"triple wireless charger","-","-",0,"-",,,,180,2000,1,0,0,0,0,0,0,0,0,"-","-",136
"eco power","-",351,211,-5,,,,311,601,1,0,0,0,0,0,0,0,0,"-","-",136
"macsafe 2","-",20,204,15,,,,150,10000,1,0,0,0,0,0,0,0,0,"-","-",136
"battery pack for iphone 12","-",27,265,22,0.83,0.63,1.01,263,10000,1,0,0,0,0,0,0,0,0,"-","-",136
"iphone 13 charger magsafe","-",29,292,16,,,,331,10000,1,0,0,0,0,0,0,0,0,"-","-",136
"battery pack for iphone 13",4,41,372,37,1.29,1.25,2.07,348,9000,1,0,0,0,0,0,0,0,0,"-","-",136
"iphone 11 battery charger portable",2,361,361,-20,1.38,1.04,1.67,245,1000,1,0,0,0,0,0,0,0,0,"-","-",136
"iphone 14 power bank",4,159,476,6,1.36,1.03,1.58,325,3000,1,0,0,0,0,0,0,0,0,"-","-",136
"portable charger iphone 14 pro",12,90,450,18,1.47,1.14,1.81,328,5000,1,0,0,0,0,0,0,0,0,"-","-",136
"portable laptop battery power bank",7,102,406,12,1.59,1.15,2.25,310,4000,1,0,0,0,0,0,0,0,0,"-","-",136
"power bank for iphone 15 pro max",8,213,425,11,1.33,1.13,1.54,308,2000,1,0,0,0,0,0,0,0,0,"-","-",136
"power bank iphone 15 pro max","-",155,309,-6,1.45,0.95,1.88,256,2000,1,0,0,0,0,0,0,0,0,"-","-",136
"magnetic phone monitor",1,184,368,"-",,,,73,2000,1,0,0,0,0,0,0,0,0,"-","-",136
"charger iphone portable","-",19,186,-11,,,,244,10000,1,0,0,0,0,0,0,0,0,"-","-",137
"portable iphone charger mophie","-",368,152,-14,,,,227,413,1,0,0,0,0,0,0,0,0,"-","-",137
"power bank small",10,17,873,-3,1.41,1.01,1.71,258,50000,1,0,0,0,0,0,0,0,0,"-","-",137
"anker cable usb c",64,545,1635,"-",1.31,1.14,1.64,385,3000,1,0,0,0,0,0,0,0,0,"-","-",137
"magnetic charger samsung",1,72,430,38,,,,216,6000,1,0,0,0,0,0,0,0,0,"-","-",137
"mah power bank","-",222,222,41,,,,54,1000,1,0,0,0,0,0,0,0,0,"-","-",137
"anker stand charger",9,754,470,-11,1.55,1.05,1.89,268,623,1,0,0,0,0,0,0,0,0,"-","-",137
"ultra fast charger iphone","-",34,344,18,,,,267,10000,1,0,0,0,0,0,0,0,0,"-","-",137
"anker power station",88,8213,16425,-10,1.76,1.11,2.07,564,2000,1,0,0,0,0,0,0,0,0,"-","-",137
"batterie externe",2,1063,439,12,0.87,0.64,1.09,276,413,1,0,0,0,0,0,0,0,0,"-","-",137
"cell phone power pack","-",3,321,-2,1.53,1.19,1.8,312,100000,1,0,0,0,0,0,0,0,0,"-","-",137
"wireless battery case","-",0,18,-25,,,,175,40000,1,0,0,0,0,0,0,0,0,"-","-",137
"portable battery amazon","-","-",0,"-",,,,161,30000,1,0,0,0,0,0,0,0,0,"-","-",137
"phone battery power bank","-",1,12,-57,1.17,0.82,1.39,232,10000,1,0,0,0,0,0,0,0,0,"-","-",137
"iphone x extended battery","-","-",0,"-",,,,135,291,1,0,0,0,0,0,0,0,0,"-","-",137
"wireless portable iphone charger","-",44,399,33,1.46,1.24,1.64,297,9000,1,0,0,0,0,1,0,0,0,"-","-",137
"power bank for iphone and android","-",65,195,6,,,,201,3000,1,0,0,0,0,0,0,0,0,"-","-",137
"android battery pack portable",8,39,392,4,1.21,1.14,1.65,326,10000,1,0,0,0,0,0,0,0,0,"-","-",137
"power packs portable","-",1,43,-22,1.38,0.95,1.69,198,40000,1,0,0,0,0,0,0,0,0,"-","-",137
"long magsafe charger",2,208,416,-2,1.11,0.93,1.49,285,2000,1,0,0,0,0,0,0,0,0,"-","-",137
"slim portable charger power bank",23,332,664,15,1.33,0.99,1.63,329,2000,1,0,0,0,0,0,0,0,0,"-","-",137
"iphone 14 pro max magsafe charger",5,79,317,1,1.2,0.76,1.55,268,4000,1,0,0,0,0,0,0,0,0,"-","-",137
"power bank iphone 14",16,164,492,15,1.4,1.05,1.98,275,3000,1,0,0,0,0,0,0,0,0,"-","-",137
"anker 767 portable power station","-",421,228,-29,1.6,1.31,2.34,141,542,1,0,0,0,0,0,0,0,0,"-","-",137
"portable charger power bank fast charging",1,62,436,22,1.64,1.11,1.73,277,7000,1,0,0,0,0,0,0,0,0,"-","-",137
"iphone 15 pro max magnetic charger",9,88,438,2,1.22,0.94,1.59,267,5000,1,0,0,0,0,0,0,0,0,"-","-",137
"magsafe charger fast","-",51,256,-3,,,,352,5000,1,0,0,0,0,0,0,0,0,"-","-",137
"anker 30w usb c charger","-",190,189,40,,,,109,996,1,0,0,0,0,0,0,0,0,"-","-",137
"phone stand lighter","-",69,25,-17,,,,67,360,1,0,0,0,0,0,0,0,0,"-","-",137
"mag safe fast charger",7,142,425,11,,,,335,3000,1,0,0,0,0,0,0,0,0,"-","-",137
"portable battery chargers","-",7,267,23,,,,236,40000,1,0,0,0,0,0,0,0,0,"-","-",138
"qi wireless charging iphone case","-","-",0,"-",,,,131,4000,1,0,0,0,0,0,0,0,0,"-","-",138
"for iphone battery","-",0,26,-15,,,,195,80000,1,0,0,0,0,0,0,0,0,"-","-",138
"cell phone battery case","-","-",0,"-",,,,153,20000,1,0,0,0,0,0,0,0,0,"-","-",138
"safe bank","-",39,394,1,0.51,0.42,0.64,348,10000,1,0,0,0,0,0,0,0,0,"-","-",138
"belkin chargers",1,619,419,30,0.98,0.72,1.51,179,677,1,0,0,0,0,0,0,0,0,"-","-",138
"wireless charger for iphone 12",19,44,436,1,1.19,0.7,1.39,270,10000,1,0,0,0,0,0,0,0,0,"-","-",138
"mag charger iphone 14 pro max","-",4,29,-27,1.43,1.06,1.83,117,8000,1,0,0,0,0,0,0,0,0,"-","-",138
"magnetic charger for iphone 14",8,40,359,-25,1.17,0.98,1.56,343,9000,1,0,0,0,0,0,0,0,0,"-","-",138
"iphone 15 pro max charger magsafe","-",36,179,20,1.16,0.83,1.56,153,5000,1,0,0,0,0,0,0,0,0,"-","-",138
"portable charger power bank small",4,39,388,12,,,,233,10000,1,0,0,0,0,0,0,0,0,"-","-",138
"small portable charger for iphone 15","-",30,236,-16,1.42,1.2,1.73,369,8000,1,0,0,0,0,0,0,0,0,"-","-",138
"iphone 15 cheap","-",4,289,9,1.22,0.95,1.62,319,70000,1,0,0,0,0,0,0,0,0,"-","-",138
"charger portable for iphone 15","-",21,212,72,,,,172,10000,1,0,0,0,0,0,0,0,0,"-","-",138
"telefono iphone 15","-",2,109,-54,,,,172,50000,1,0,0,0,0,0,0,0,0,"-","-",138
"portable charger power bank for samsung","-",70,140,-46,,,,262,2000,1,0,0,0,0,0,0,0,0,"-","-",138
"quick mag magnet","-",59,177,7,0.95,0.68,1.29,226,3000,1,0,0,0,0,0,0,0,0,"-","-",138
"portable battery charger for cell phones","-",33,328,14,1.55,1.36,2.16,300,10000,1,0,0,0,0,0,0,0,0,"-","-",139
"portable battery pack for laptop","-",8,158,-44,,,,260,20000,1,0,0,0,0,0,0,0,0,"-","-",139
"power bank for iphone case","-","-",0,"-",,,,137,3000,1,0,0,0,0,0,0,0,0,"-","-",139
"fast charge portable charger",7,20,406,25,1.48,1.25,1.73,305,20000,1,0,0,0,0,0,0,0,0,"-","-",139
"anker powercore portable charger","-",15,12,-19,,,,44,817,1,0,0,0,0,0,0,0,0,"-","-",139
